Year,Site,Plot,Subplot,Species_name,Number,DPM_Height,Fencing,Treatment,
2026,A,5,Z3,Hyparrhenia filipendula,1,46.5,Fenced,THF,
2026,A,5,Z3,Urochloa trichopus,1,47.5,Fenced,THF,
2026,A,5,Z3,Heteropogon contortus,3,49.2,Fenced,THF,
2026,A,5,Z3,Bothriochloa insculpta,4,48.1,Fenced,THF,
2026,A,5,Z3,Setaria incrassata,5,46.7,Fenced,THF,
2026,A,5,Z3,Urochloa trichopus,5,46.7,Fenced,THF,
2026,A,5,Z3,Cymbopogon caesius,2,60,Fenced,THF,
2026,A,5,Z3,Eragrostis curvula,2,NA,Fenced,THF,
2026,A,5,Z3,Perotis patens,1,NA,Fenced,THF,
2026,A,5,Z3,Setaria incrassata,5,40.4,Fenced,THF,
2026,A,5,Z3,Aristida adscensionis,1,42.1,Fenced,THF,
2026,A,5,Z3,Bothriochloa insculpta,14,23.6,Fenced,THF,
2026,A,5,Z3,Heteropogon contortus,1,42.9,Fenced,THF,
2026,A,5,Z3,Bothriochloa insculpta,9,44.4,Fenced,THF,
2026,A,5,Z3,Digitaria velutina,3,43,Fenced,THF,
2026,A,5,Z3,Heteropogon contortus,2,43.4,Fenced,THF,
2026,A,5,Z3,NA,NA,43.3,Fenced,THF,
2026,A,5,Z3,Setaria incrassata,6,49.1,Fenced,THF,
2026,A,5,Z3,Hyparrhenia filipendula,11,64,Fenced,THF,
2026,A,5,Z3,Bothriochloa insculpta,5,54.5,Fenced,THF,
2026,A,5,Z3,Megathyrsus maximus,2,52.4,Fenced,THF,
2026,A,5,Z1,Heteropogon contortus,15,53,Fenced,THF,
2026,A,5,Z1,Urochloa trichopus,5,52.8,Fenced,THF,
2026,A,5,Z1,Setaria incrassata,1,45.1,Fenced,THF,
2026,A,5,Z1,Megathyrsus maximus,1,60.4,Fenced,THF,
2026,A,5,Z1,Hyparrhenia filipendula,3,48.7,Fenced,THF,
2026,A,5,Z1,Heteropogon contortus,3,47.9,Fenced,THF,
2026,A,5,Z1,Bothriochloa insculpta,2,46.6,Fenced,THF,
2026,A,5,Z1,NA,NA,47,Fenced,THF,
2026,A,5,Z1,Urochloa trichopus,6,63,Fenced,THF,
2026,A,5,Z1,Hyparrhenia hirta,2,62.2,Fenced,THF,
2026,A,5,Z1,Themeda triandra,2,64.4,Fenced,THF,
2026,A,5,Z1,NA,NA,62.8,Fenced,THF,
2026,A,5,Z1,Hyperthelia dissoluta,2,60.5,Fenced,THF,
2026,A,5,Z1,Hyparrhenia filipendula,6,62.6,Fenced,THF,
2026,A,5,Z1,Urochloa trichopus,2,60.8,Fenced,THF,
2026,A,5,Z1,Heteropogon contortus,2,49.3,Fenced,THF,
2026,A,5,Z1,Bothriochloa insculpta,7,60.8,Fenced,THF,
2026,A,5,Z1,Urochloa trichopus,4,48.4,Fenced,THF,
2026,A,5,Z1,Heteropogon contortus,5,48.4,Fenced,THF,
2026,A,5,Z1,NA,NA,48.6,Fenced,THF,
2026,A,5,Z4,Cymbopogon caesius,2,20.7,Unfenced,THF,
2026,A,5,Z4,Bothriochloa insculpta,3,13,Unfenced,THF,
2026,A,5,Z4,Heteropogon contortus,3,10.4,Unfenced,THF,
2026,A,5,Z4,NA,NA,9.2,Unfenced,THF,
2026,A,5,Z4,Urochloa trichopus,1,23.3,Unfenced,THF,
2026,A,5,Z4,Digitaria velutina,3,24.5,Unfenced,THF,
2026,A,5,Z4,Bothriochloa insculpta,3,27.1,Unfenced,THF,
2026,A,5,Z4,Setaria incrassata,2,25,Unfenced,THF,
2026,A,5,Z4,Heteropogon contortus,1,NA,Unfenced,THF,
2026,A,5,Z4,Cymbopogon caesius,2,NA,Unfenced,THF,
2026,A,5,Z4,Aristida diffusa,1,19,Unfenced,THF,
2026,A,5,Z4,Urochloa trichopus,2,18,Unfenced,THF,
2026,A,5,Z4,Bothriochloa insculpta,2,16.3,Unfenced,THF,
2026,A,5,Z4,NA,NA,8.6,Unfenced,THF,
2026,A,5,Z4,Hyparrhenia filipendula,1,22.5,Unfenced,THF,
2026,A,5,Z4,Aristida adscensionis,3,22.4,Unfenced,THF,
2026,A,5,Z4,Setaria incrassata,1,22.7,Unfenced,THF,
2026,A,5,Z4,Urochloa trichopus,4,12.8,Unfenced,THF,
2026,A,5,Z4,Heteropogon contortus,6,NA,Unfenced,THF,
2026,A,5,Z4,Bothriochloa insculpta,6,NA,Unfenced,THF,
2026,A,5,Z4,Digitaria velutina,5,22,Unfenced,THF,
2026,A,5,Z4,Setaria incrassata,6,22.4,Unfenced,THF,
2026,A,5,Z4,Bothriochloa insculpta,6,24.1,Unfenced,THF,
2026,A,5,Z4,Heteropogon contortus,4,14.4,Unfenced,THF,
2026,A,5,Z2,Aristida congesta b,3,22.5,Unfenced,THF,
2026,A,5,Z2,Bothriochloa insculpta,8,23.3,Unfenced,THF,
2026,A,5,Z2,Digitaria velutina,5,23.3,Unfenced,THF,
2026,A,5,Z2,Urochloa trichopus,1,25.2,Unfenced,THF,
2026,A,5,Z2,Heteropogon contortus,3,NA,Unfenced,THF,
2026,A,5,Z2,Urochloa trichopus,5,31.6,Unfenced,THF,
2026,A,5,Z2,Heteropogon contortus,15,27.3,Unfenced,THF,
2026,A,5,Z2,Hyparrhenia filipendula,7,25,Unfenced,THF,
2026,A,5,Z2,Setaria pumila,3,25.2,Unfenced,THF,
2026,A,5,Z2,Aristida adscensionis,2,NA,Unfenced,THF,
2026,A,5,Z2,Megathyrsus maximus,3,NA,Unfenced,THF,
2026,A,5,Z2,Miscanthidium junceum,1,28.3,Unfenced,THF,
2026,A,5,Z2,Cymbopogon caesius,1,28.5,Unfenced,THF,
2026,A,5,Z2,Urochloa trichopus,3,22.5,Unfenced,THF,
2026,A,5,Z2,Heteropogon contortus,4,20,Unfenced,THF,
2026,A,5,Z2,Hyparrhenia filipendula,2,NA,Unfenced,THF,
2026,A,5,Z2,Cymbopogon caesius,3,36,Unfenced,THF,
2026,A,5,Z2,Heteropogon contortus,15,32.2,Unfenced,THF,
2026,A,5,Z2,NA,NA,29,Unfenced,THF,
2026,A,5,Z2,NA,NA,26.2,Unfenced,THF,
2026,A,5,Z2,Megathyrsus maximus,5,19.1,Unfenced,THF,
2026,A,5,Z2,Aristida adscensionis,3,17.7,Unfenced,THF,
2026,A,5,Z2,Digitaria velutina,5,22,Unfenced,THF,
2026,A,5,Z2,Setaria incrassata,3,13,Unfenced,THF,
2026,A,5,Z2,Pogonarthria squarrosa,2,NA,Unfenced,THF,
2026,A,5,Z2,Urochloa trichopus,3,NA,Unfenced,THF,
2026,A,5,Z2,Heteropogon contortus,9,NA,Unfenced,THF,
2026,A,5,Z2,Hyparrhenia filipendula,2,NA,Unfenced,THF,
2026,A,3,Z3,Cynodon dactylon,21,60.1,Fenced,TFB,
2026,A,3,Z3,Digitaria eriantha,5,67.4,Fenced,TFB,
2026,A,3,Z3,Urochloa trichopus,4,66.3,Fenced,TFB,
2026,A,3,Z3,Cymbopogon caesius,2,66.7,Fenced,TFB,
2026,A,3,Z3,Setaria pumila,3,NA,Fenced,TFB,
2026,A,3,Z3,Setaria incrassata,4,NA,Fenced,TFB,
2026,A,3,Z3,Sorghum bicolor,3,68.3,Fenced,TFB,
2026,A,3,Z3,Melinis repens,4,65.1,Fenced,TFB,
2026,A,3,Z3,Cynodon dactylon,3,62.3,Fenced,TFB,
2026,A,3,Z3,Heteropogon contortus,21,62.6,Fenced,TFB,
2026,A,3,Z3,Aristida adscensionis,10,NA,Fenced,TFB,
2026,A,3,Z3,Aristida congesta c,1,60.3,Fenced,TFB,
2026,A,3,Z3,Hyperthelia dissoluta,11,49.7,Fenced,TFB,
2026,A,3,Z3,Cymbopogon caesius,2,49.3,Fenced,TFB,
2026,A,3,Z3,Heteropogon contortus,2,60.7,Fenced,TFB,
2026,A,3,Z3,Themeda triandra,4,50.1,Fenced,TFB,
2026,A,3,Z3,Heteropogon contortus,7,20.2,Fenced,TFB,
2026,A,3,Z3,Cymbopogon caesius,2,20.3,Fenced,TFB,
2026,A,3,Z3,Digitaria eriantha,10,19.6,Fenced,TFB,
2026,A,3,Z3,Heteropogon contortus,7,66.6,Fenced,TFB,
2026,A,3,Z3,Themeda triandra,2,47,Fenced,TFB,
2026,A,3,Z3,Urochloa trichopus,10,44.2,Fenced,TFB,
2026,A,3,Z3,Sorghum bicolor,3,43,Fenced,TFB,
2026,A,3,Z3,Cymbopogon caesius,2,NA,Fenced,TFB,
2026,A,3,Z3,Melinis repens,1,NA,Fenced,TFB,
2026,A,3,Z1,Hyparrhenia hirta,2,23.1,Fenced,TFB,
2026,A,3,Z1,Heteropogon contortus,7,45.2,Fenced,TFB,
2026,A,3,Z1,NA,NA,43.1,Fenced,TFB,
2026,A,3,Z1,NA,NA,48.5,Fenced,TFB,
2026,A,3,Z1,Aristida diffusa,12,30.4,Fenced,TFB,
2026,A,3,Z1,Megathyrsus maximus,3,32.2,Fenced,TFB,
2026,A,3,Z1,Setaria pumila,2,33.1,Fenced,TFB,
2026,A,3,Z1,Cymbopogon caesius,3,23.3,Fenced,TFB,
2026,A,3,Z1,Urochloa trichopus,3,NA,Fenced,TFB,
2026,A,3,Z1,Heteropogon contortus,4,NA,Fenced,TFB,
2026,A,3,Z1,Hyperthelia dissoluta,11,46.6,Fenced,TFB,
2026,A,3,Z1,Aristida congesta b,2,11.8,Fenced,TFB,
2026,A,3,Z1,Heteropogon contortus,5,45.2,Fenced,TFB,
2026,A,3,Z1,NA,NA,45,Fenced,TFB,
2026,A,3,Z1,Hyperthelia dissoluta,3,20.4,Fenced,TFB,
2026,A,3,Z1,Urochloa trichopus,2,26.3,Fenced,TFB,
2026,A,3,Z1,Bothriochloa insculpta,7,18.1,Fenced,TFB,
2026,A,3,Z1,NA,NA,19.2,Fenced,TFB,
2026,A,3,Z1,Cymbopogon caesius,1,49.2,Fenced,TFB,
2026,A,3,Z1,Hyperthelia dissoluta,4,49.2,Fenced,TFB,
2026,A,3,Z1,Urochloa trichopus,2,30.5,Fenced,TFB,
2026,A,3,Z1,Bothriochloa insculpta,7,49.4,Fenced,TFB,
2026,A,3,Z4,Heteropogon contortus,6,16,Unfenced,TFB,
2026,A,3,Z4,Digitaria eriantha,7,23.6,Unfenced,TFB,
2026,A,3,Z4,Eragrostis cylindriflora,1,16.4,Unfenced,TFB,
2026,A,3,Z4,Setaria incrassata,1,17,Unfenced,TFB,
2026,A,3,Z4,Megathyrsus maximus,1,NA,Unfenced,TFB,
2026,A,3,Z4,Aristida congesta c,2,13.4,Unfenced,TFB,
2026,A,3,Z4,Heteropogon contortus,5,11.6,Unfenced,TFB,
2026,A,3,Z4,Hyperthelia dissoluta,4,12.7,Unfenced,TFB,
2026,A,3,Z4,Urochloa trichopus,3,12,Unfenced,TFB,
2026,A,3,Z4,Cymbopogon caesius,3,48.4,Unfenced,TFB,
2026,A,3,Z4,Urochloa trichopus,2,44.8,Unfenced,TFB,
2026,A,3,Z4,Setaria incrassata,2,41.6,Unfenced,TFB,
2026,A,3,Z4,Megathyrsus maximus,4,78.4,Unfenced,TFB,
2026,A,3,Z4,Heteropogon contortus,10,25,Unfenced,TFB,
2026,A,3,Z4,Urochloa trichopus,2,21.8,Unfenced,TFB,
2026,A,3,Z4,Sorghum bicolor,3,23.1,Unfenced,TFB,
2026,A,3,Z4,Hyparrhenia filipendula,5,49.2,Unfenced,TFB,
2026,A,3,Z4,Hyperthelia dissoluta,10,60,Unfenced,TFB,
2026,A,3,Z4,Aristida adscensionis,1,38,Unfenced,TFB,
2026,A,3,Z4,Urochloa trichopus,2,32.4,Unfenced,TFB,
2026,A,3,Z4,NA,NA,48.5,Unfenced,TFB,
2026,A,3,Z2,Aristida congesta c,20,28,Unfenced,TFB,
2026,A,3,Z2,Bothriochloa insculpta,4,25.3,Unfenced,TFB,
2026,A,3,Z2,NA,NA,27.1,Unfenced,TFB,
2026,A,3,Z2,NA,NA,20.4,Unfenced,TFB,
2026,A,3,Z2,Cymbopogon caesius,1,61,Unfenced,TFB,
2026,A,3,Z2,Hyparrhenia hirta,8,12,Unfenced,TFB,
2026,A,3,Z2,Urochloa trichopus,1,12.7,Unfenced,TFB,
2026,A,3,Z2,NA,NA,14.1,Unfenced,TFB,
2026,A,3,Z2,Aristida adscensionis,1,27.3,Unfenced,TFB,
2026,A,3,Z2,Setaria incrassata,7,26,Unfenced,TFB,
2026,A,3,Z2,Bothriochloa insculpta,4,24.3,Unfenced,TFB,
2026,A,3,Z2,NA,NA,25.4,Unfenced,TFB,
2026,A,3,Z2,Digitaria eriantha,20,23.8,Unfenced,TFB,
2026,A,3,Z2,Bothriochloa insculpta,4,22.2,Unfenced,TFB,
2026,A,3,Z2,NA,NA,20.4,Unfenced,TFB,
2026,A,3,Z2,NA,NA,21.6,Unfenced,TFB,
2026,A,3,Z2,Hyparrhenia hirta,4,27.6,Unfenced,TFB,
2026,A,3,Z2,Bothriochloa insculpta,1,24.4,Unfenced,TFB,
2026,A,3,Z2,NA,NA,25.3,Unfenced,TFB,
2026,A,3,Z2,NA,NA,16.7,Unfenced,TFB,
2026,A,2,Z1,Diheteropogon amplectens,1,19.5,Fenced,F,
2026,A,2,Z1,Heteropogon contortus,3,20.6,Fenced,F,
2026,A,2,Z1,Bothriochloa insculpta,7,20,Fenced,F,
2026,A,2,Z1,Eragrostis gummiflua,1,19.8,Fenced,F,
2026,A,2,Z1,Bothriochloa insculpta,9,9.6,Fenced,F,
2026,A,2,Z1,Diheteropogon amplectens,1,10.6,Fenced,F,
2026,A,2,Z1,Miscanthidium junceum,3,10.9,Fenced,F,
2026,A,2,Z1,NA,1,11,Fenced,F,
2026,A,2,Z1,Bothriochloa insculpta,6,18.7,Fenced,F,
2026,A,2,Z1,Aristida diffusa,2,18,Fenced,F,
2026,A,2,Z1,Urochloa trichopus,5,17.5,Fenced,F,
2026,A,2,Z1,NA,NA,20.1,Fenced,F,
2026,A,2,Z1,Digitaria velutina,10,17.6,Fenced,F,
2026,A,2,Z1,Setaria incrassata,3,16.9,Fenced,F,
2026,A,2,Z1,Bothriochloa insculpta,3,14.5,Fenced,F,
2026,A,2,Z1,Heteropogon contortus,4,13.1,Fenced,F,
2026,A,2,Z1,Digitaria eriantha,2,NA,Fenced,F,
2026,A,2,Z1,Aristida adscensionis,1,14.4,Fenced,F,
2026,A,2,Z1,Aristida diffusa,2,15.2,Fenced,F,
2026,A,2,Z1,Cymbopogon pospischilii,2,13.5,Fenced,F,
2026,A,2,Z1,Bothriochloa insculpta,10,16,Fenced,F,
2026,A,2,Z1,Eragrostis gummiflua,3,NA,Fenced,F,
2026,A,2,Z2,Melinis repens,1,16.8,Fenced,F,
2026,A,2,Z2,Miscanthidium junceum,1,16.5,Fenced,F,
2026,A,2,Z2,Bothriochloa insculpta,3,16.9,Fenced,F,
2026,A,2,Z2,Heteropogon contortus,4,16.1,Fenced,F,
2026,A,2,Z2,Hyperthelia dissoluta,2,NA,Fenced,F,
2026,A,2,Z2,Setaria incrassata,6,3.2,Fenced,F,
2026,A,2,Z2,Hyperthelia dissoluta,2,3.5,Fenced,F,
2026,A,2,Z2,Heteropogon contortus,4,6.7,Fenced,F,
2026,A,2,Z2,NA,NA,7.9,Fenced,F,
2026,A,2,Z2,Hyperthelia dissoluta,4,60.3,Fenced,F,
2026,A,2,Z2,Urochloa trichopus,3,41.3,Fenced,F,
2026,A,2,Z2,Heteropogon contortus,2,30.1,Fenced,F,
2026,A,2,Z2,NA,NA,19.5,Fenced,F,
2026,A,2,Z2,Setaria pumila,4,34.4,Fenced,F,
2026,A,2,Z2,Hyparrhenia hirta,5,24,Fenced,F,
2026,A,2,Z2,Heteropogon contortus,8,25.3,Fenced,F,
2026,A,2,Z2,Urochloa trichopus,2,27.2,Fenced,F,
2026,A,2,Z2,Hyperthelia dissoluta,5,18.2,Fenced,F,
2026,A,2,Z2,Heteropogon contortus,3,19.8,Fenced,F,
2026,A,2,Z2,Setaria pumila,2,29.3,Fenced,F,
2026,A,2,Z2,NA,NA,32.6,Fenced,F,
2026,A,2,Z3,Hyperthelia dissoluta,2,14.5,Unfenced,F,
2026,A,2,Z3,Bothriochloa insculpta,8,13.7,Unfenced,F,
2026,A,2,Z3,Digitaria eriantha,4,14,Unfenced,F,
2026,A,2,Z3,Miscanthidium junceum,1,12.2,Unfenced,F,
2026,A,2,Z3,Heteropogon contortus,1,NA,Unfenced,F,
2026,A,2,Z3,Hyperthelia dissoluta,5,20.3,Unfenced,F,
2026,A,2,Z3,Urochloa trichopus,6,18.5,Unfenced,F,
2026,A,2,Z3,Bothriochloa insculpta,4,14.3,Unfenced,F,
2026,A,2,Z3,Digitaria velutina,3,12.1,Unfenced,F,
2026,A,2,Z3,Heteropogon contortus,2,NA,Unfenced,F,
2026,A,2,Z3,Digitaria eriantha,4,14.1,Unfenced,F,
2026,A,2,Z3,Cymbopogon pospischilii,3,18.2,Unfenced,F,
2026,A,2,Z3,Urochloa trichopus,3,14.4,Unfenced,F,
2026,A,2,Z3,Bothriochloa insculpta,10,15.3,Unfenced,F,
2026,A,2,Z3,Aristida diffusa,10,23.1,Unfenced,F,
2026,A,2,Z3,Digitaria velutina,7,15.1,Unfenced,F,
2026,A,2,Z3,Heteropogon contortus,4,14,Unfenced,F,
2026,A,2,Z3,Bothriochloa insculpta,7,13.4,Unfenced,F,
2026,A,2,Z3,Aristida diffusa,3,14.1,Unfenced,F,
2026,A,2,Z3,Digitaria velutina,9,13.3,Unfenced,F,
2026,A,2,Z3,Diheteropogon amplectens,2,14.9,Unfenced,F,
2026,A,2,Z3,Bothriochloa insculpta,10,14.6,Unfenced,F,
2026,A,2,Z3,Eragrostis superba,3,NA,Unfenced,F,
2026,A,2,Z4,Aristida congesta c,4,30,Unfenced,F,
2026,A,2,Z4,Hyparrhenia filipendula,3,21.7,Unfenced,F,
2026,A,2,Z4,Hyperthelia dissoluta,4,21.9,Unfenced,F,
2026,A,2,Z4,Heteropogon contortus,2,18.4,Unfenced,F,
2026,A,2,Z4,Digitaria eriantha,4,NA,Unfenced,F,
2026,A,2,Z4,Hyperthelia dissoluta,4,23,Unfenced,F,
2026,A,2,Z4,Diheteropogon amplectens,2,24,Unfenced,F,
2026,A,2,Z4,Urochloa trichopus,5,18.9,Unfenced,F,
2026,A,2,Z4,Hyparrhenia filipendula,9,17.4,Unfenced,F,
2026,A,2,Z4,Heteropogon contortus,2,NA,Unfenced,F,
2026,A,2,Z4,Hyperthelia dissoluta,6,27.2,Unfenced,F,
2026,A,2,Z4,Diheteropogon amplectens,2,15.3,Unfenced,F,
2026,A,2,Z4,Setaria pumila,3,24,Unfenced,F,
2026,A,2,Z4,Urochloa trichopus,1,24.6,Unfenced,F,
2026,A,2,Z4,Hyperthelia dissoluta,4,19,Unfenced,F,
2026,A,2,Z4,Heteropogon contortus,6,14.8,Unfenced,F,
2026,A,2,Z4,Cymbopogon pospischilii,4,16,Unfenced,F,
2026,A,2,Z4,Urochloa trichopus,1,17.2,Unfenced,F,
2026,A,2,Z4,Hyperthelia dissoluta,4,16.3,Unfenced,F,
2026,A,2,Z4,Cymbopogon pospischilii,5,20.6,Unfenced,F,
2026,A,2,Z4,Urochloa trichopus,4,20,Unfenced,F,
2026,A,2,Z4,Heteropogon contortus,3,19.3,Unfenced,F,
2026,A,1,Z3,Urochloa brizantha,3,10,Unfenced,C,
2026,A,1,Z3,Chloris virgata,3,0,Unfenced,C,
2026,A,1,Z3,Eragrostis cylindriflora,8,0,Unfenced,C,
2026,A,1,Z3,Digitaria eriantha,5,2,Unfenced,C,
2026,A,1,Z3,Megathyrsus maximus,3,NA,Unfenced,C,
2026,A,1,Z3,Megathyrsus maximus,3,20.2,Unfenced,C,
2026,A,1,Z3,Themeda triandra,3,19.4,Unfenced,C,
2026,A,1,Z3,Cymbopogon caesius,2,14.6,Unfenced,C,
2026,A,1,Z3,NA,NA,13.4,Unfenced,C,
2026,A,1,Z3,Heteropogon contortus,2,7.8,Unfenced,C,
2026,A,1,Z3,Digitaria velutina,2,32.1,Unfenced,C,
2026,A,1,Z3,Urochloa trichopus,5,18,Unfenced,C,
2026,A,1,Z3,Hyparrhenia hirta,1,16.5,Unfenced,C,
2026,A,1,Z3,Heteropogon contortus,3,15.6,Unfenced,C,
2026,A,1,Z3,Themeda triandra,4,12.8,Unfenced,C,
2026,A,1,Z3,Digitaria velutina,4,14.6,Unfenced,C,
2026,A,1,Z3,Sorghum bicolor,5,14.1,Unfenced,C,
2026,A,1,Z3,Setaria incrassata,3,NA,Unfenced,C,
2026,A,1,Z3,Heteropogon contortus,6,17.9,Unfenced,C,
2026,A,1,Z3,Digitaria eriantha,3,24.9,Unfenced,C,
2026,A,1,Z3,Megathyrsus maximus,4,29,Unfenced,C,
2026,A,1,Z3,NA,NA,23.7,Unfenced,C,
2026,A,1,Z4,Heteropogon contortus,5,16.6,Unfenced,C,
2026,A,1,Z4,Urochloa trichopus,5,18.4,Unfenced,C,
2026,A,1,Z4,Cymbopogon caesius,2,20.1,Unfenced,C,
2026,A,1,Z4,NA,NA,21.2,Unfenced,C,
2026,A,1,Z4,Heteropogon contortus,3,19.4,Unfenced,C,
2026,A,1,Z4,Cymbopogon caesius,3,22,Unfenced,C,
2026,A,1,Z4,Cynodon dactylon,3,22.6,Unfenced,C,
2026,A,1,Z4,Urochloa trichopus,1,25.9,Unfenced,C,
2026,A,1,Z4,Heteropogon contortus,1,13.8,Unfenced,C,
2026,A,1,Z4,Urochloa trichopus,2,9.8,Unfenced,C,
2026,A,1,Z4,Hyparrhenia hirta,2,10.8,Unfenced,C,
2026,A,1,Z4,NA,NA,9.8,Unfenced,C,
2026,A,1,Z4,Heteropogon contortus,5,19.2,Unfenced,C,
2026,A,1,Z4,Urochloa trichopus,5,14.7,Unfenced,C,
2026,A,1,Z4,Loudetia simplex,3,13.7,Unfenced,C,
2026,A,1,Z4,Hyperthelia dissoluta,1,20.2,Unfenced,C,
2026,A,1,Z4,Urochloa trichopus,5,26.2,Unfenced,C,
2026,A,1,Z4,Hyperthelia dissoluta,2,26,Unfenced,C,
2026,A,1,Z4,Digitaria eriantha,2,23.6,Unfenced,C,
2026,A,1,Z4,Bothriochloa insculpta,2,25.6,Unfenced,C,
2026,A,1,Z4,Aristida congesta b,1,NA,Unfenced,C,
2026,A,1,Z1,Digitaria velutina,4,23.9,Fenced,C,
2026,A,1,Z1,Heteropogon contortus,3,20.7,Fenced,C,
2026,A,1,Z1,Diheteropogon amplectens,2,16.4,Fenced,C,
2026,A,1,Z1,NA,NA,30.9,Fenced,C,
2026,A,1,Z1,Cymbopogon caesius,2,5.5,Fenced,C,
2026,A,1,Z1,Heteropogon contortus,4,5.1,Fenced,C,
2026,A,1,Z1,Megathyrsus maximus,3,5.1,Fenced,C,
2026,A,1,Z1,NA,NA,0,Fenced,C,
2026,A,1,Z1,Cymbopogon caesius,3,30,Fenced,C,
2026,A,1,Z1,Urochloa trichopus,5,32.3,Fenced,C,
2026,A,1,Z1,Aristida adscensionis,6,28.2,Fenced,C,
2026,A,1,Z1,Megathyrsus maximus,4,16,Fenced,C,
2026,A,1,Z1,Setaria pumila,2,NA,Fenced,C,
2026,A,1,Z1,Hyparrhenia filipendula,3,NA,Fenced,C,
2026,A,1,Z1,Heteropogon contortus,1,NA,Fenced,C,
2026,A,1,Z1,Heteropogon contortus,7,17.7,Fenced,C,
2026,A,1,Z1,Sorghum bicolor,6,12.8,Fenced,C,
2026,A,1,Z1,Aristida adscensionis,4,18.7,Fenced,C,
2026,A,1,Z1,Setaria incrassata,3,16,Fenced,C,
2026,A,1,Z1,Themeda triandra,3,16,Fenced,C,
2026,A,1,Z1,Aristida diffusa,8,27,Fenced,C,
2026,A,1,Z1,Urochloa trichopus,5,28.8,Fenced,C,
2026,A,1,Z1,Sorghum bicolor,2,27.2,Fenced,C,
2026,A,1,Z2,Hyperthelia dissoluta,7,26.6,Fenced,C,
2026,A,1,Z2,Eragrostis superba,2,20.2,Fenced,C,
2026,A,1,Z2,Diheteropogon amplectens,1,18,Fenced,C,
2026,A,1,Z2,NA,NA,22.8,Fenced,C,
2026,A,1,Z2,Urochloa trichopus,5,40,Fenced,C,
2026,A,1,Z2,Bothriochloa insculpta,2,10.3,Fenced,C,
2026,A,1,Z2,Heteropogon contortus,4,16.3,Fenced,C,
2026,A,1,Z2,NA,NA,13.1,Fenced,C,
2026,A,1,Z2,Hyperthelia dissoluta,20,21,Fenced,C,
2026,A,1,Z2,Heteropogon contortus,3,30.7,Fenced,C,
2026,A,1,Z2,NA,NA,25,Fenced,C,
2026,A,1,Z2,NA,NA,26.5,Fenced,C,
2026,A,1,Z2,Hyparrhenia filipendula,7,20,Fenced,C,
2026,A,1,Z2,Setaria pumila,3,17.7,Fenced,C,
2026,A,1,Z2,Urochloa trichopus,2,16.2,Fenced,C,
2026,A,1,Z2,NA,NA,16.6,Fenced,C,
2026,A,1,Z2,Heteropogon contortus,4,15.7,Fenced,C,
2026,A,1,Z2,Urochloa trichopus,4,16.3,Fenced,C,
2026,A,1,Z2,Setaria pumila,4,16.4,Fenced,C,
2026,A,1,Z2,NA,NA,15,Fenced,C,
2026,A,4,Z3,Bothriochloa insculpta,7,25.5,Fenced,TF,
2026,A,4,Z3,Setaria incrassata,4,25.5,Fenced,TF,
2026,A,4,Z3,Heteropogon contortus,3,25.2,Fenced,TF,
2026,A,4,Z3,Diheteropogon amplectens,4,26,Fenced,TF,
2026,A,4,Z3,Miscanthidium junceum,3,30,Fenced,TF,
2026,A,4,Z3,Bothriochloa insculpta,8,49.4,Fenced,TF,
2026,A,4,Z3,Hyperthelia dissoluta,3,48.9,Fenced,TF,
2026,A,4,Z3,NA,NA,48.7,Fenced,TF,
2026,A,4,Z3,Aristida adscensionis,1,22.3,Fenced,TF,
2026,A,4,Z3,Digitaria eriantha,10,19.7,Fenced,TF,
2026,A,4,Z3,Heteropogon contortus,2,21.8,Fenced,TF,
2026,A,4,Z3,NA,NA,21.4,Fenced,TF,
2026,A,4,Z3,Cymbopogon caesius,2,26.6,Fenced,TF,
2026,A,4,Z3,Bothriochloa insculpta,5,30.2,Fenced,TF,
2026,A,4,Z3,Urochloa brizantha,1,27.3,Fenced,TF,
2026,A,4,Z3,NA,NA,26.4,Fenced,TF,
2026,A,4,Z3,Heteropogon contortus,3,32.5,Fenced,TF,
2026,A,4,Z3,Aristida congesta c,1,32.7,Fenced,TF,
2026,A,4,Z3,Bothriochloa insculpta,8,30.2,Fenced,TF,
2026,A,4,Z3,Setaria incrassata,1,49.9,Fenced,TF,
2026,A,4,Z3,Diheteropogon amplectens,1,NA,Fenced,TF,
2026,A,4,Z3,Urochloa trichopus,1,NA,Fenced,TF,
2026,A,4,Z1,Heteropogon contortus,3,14.1,Fenced,TF,
2026,A,4,Z1,Bothriochloa insculpta,11,15.3,Fenced,TF,
2026,A,4,Z1,Miscanthidium junceum,3,15.8,Fenced,TF,
2026,A,4,Z1,Setaria pumila,1,16,Fenced,TF,
2026,A,4,Z1,Hyperthelia dissoluta,5,54.8,Fenced,TF,
2026,A,4,Z1,Urochloa trichopus,1,56.4,Fenced,TF,
2026,A,4,Z1,Bothriochloa insculpta,9,55.8,Fenced,TF,
2026,A,4,Z1,NA,NA,55.8,Fenced,TF,
2026,A,4,Z1,Bothriochloa insculpta,8,38.5,Fenced,TF,
2026,A,4,Z1,NA,NA,33.9,Fenced,TF,
2026,A,4,Z1,NA,NA,43.7,Fenced,TF,
2026,A,4,Z1,NA,NA,64.8,Fenced,TF,
2026,A,4,Z1,Digitaria eriantha,3,47.1,Fenced,TF,
2026,A,4,Z1,Urochloa trichopus,3,32,Fenced,TF,
2026,A,4,Z1,Bothriochloa insculpta,5,27.1,Fenced,TF,
