Date,Site,Plot,Subplot,Quadrat,Spp_name,Number,Grazing_value,DPM Height,Grazing activity,Quadrat under canopy,Biomass intensity,Dung presence,Longest_grass(m),Fencing,Treatment,
08/04/2025,F,5,Z2,4,Eragrostsis gummiflua,3,,7.4,,,,,,Fenced,,
08/04/2025,F,5,Z2,4,Setaria incressata,3,,7.9,,,,,,Fenced,,
08/04/2025,F,5,Z2,4,Cynadon dactylon,2,,4.7,,,,,,Fenced,,
08/04/2025,F,5,Z2,5,Digitaria erianthra,3,,7.6,Y,N,4,N,,Fenced,,
08/04/2025,F,5,Z2,5,Pogonarthria squarrosa,14,,5.8,,,,,,Fenced,,
08/04/2025,F,5,Z2,5,,,,6.4,,,,,,Fenced,,
08/04/2025,F,5,Z2,5,,,,7.1,,,,,,Fenced,,
08/04/2025,F,5,Z1,1,Eragrostis rigidior,4,,10.5,,,,,,Fenced,,
08/04/2025,F,5,Z1,1,Digitaria erianthra,4,,8.7,,,,,,Fenced,,
08/04/2025,F,5,Z1,1,Cynadon dactylon,13,,8.8,,,,,,Fenced,,
08/04/2025,F,5,Z1,1,Setaria incressata,1,,8.9,,,,,,Fenced,,
08/04/2025,F,5,Z1,1,Egyptium gigantum,5,,,,,,,,Fenced,,
08/04/2025,F,5,Z1,2,Eragrostis rigidior,4,,4.9,N,N,7,N,,Fenced,,
08/04/2025,F,5,Z1,2,Eragrostis gummiflua,2,,4.7,,,,,,Fenced,,
08/04/2025,F,5,Z1,2,Setaria incressata,1,,5.2,,,,,,Fenced,,
08/04/2025,F,5,Z1,2,Cynadon dactylon,4,,5.3,,,,,,Fenced,,
08/04/2025,F,5,Z1,2,Digitaria erianthra,4,,,,,,,,Fenced,,
08/04/2025,F,5,Z1,2,Egyptium gigantum,1,,,,,,,,Fenced,,
08/04/2025,F,5,Z1,3,Eragrostis rigidior,3,,7,N,N,5,N,,Fenced,,
08/04/2025,F,5,Z1,3,Setaria incressata,5,,6.7,,,,,,Fenced,,
08/04/2025,F,5,Z1,3,Cynadon dactylon,2,,6.9,,,,,,Fenced,,
08/04/2025,F,5,Z1,3,Digitaria erianthra,4,,7.2,,,,,,Fenced,,
08/04/2025,F,5,Z1,4,Cynadon dactylon,16,,5.6,Y,N,7,N,,Fenced,,
08/04/2025,F,5,Z1,4,Digitaria erianthra,2,,5,,,,,,Fenced,,
08/04/2025,F,5,Z1,4,,,,6.7,,,,,,Fenced,,
08/04/2025,F,5,Z1,4,,,,7.2,,,,,,Fenced,,
08/04/2025,F,5,Z1,5,Cynadon dactylon,8,,6.9,N,N,7.5,N,,Fenced,,
08/04/2025,F,5,Z1,5,Digitaria erianthra,13,,7,,,,,,Fenced,,
08/04/2025,F,5,Z1,5,Setaria incressata,3,,7.1,,,,,,Fenced,,
08/04/2025,F,5,Z1,5,,,,7.2,,,,,,Fenced,,
08/04/2025,F,5,Z3,3,Setaria incressata,4,,8,N,N,3,N,,Unfenced,,
08/04/2025,F,5,Z3,3,Mopane grass,1,,8.3,,,,,,Unfenced,,
08/04/2025,F,5,Z3,3,Cynadon dactylon,2,,8,,,,,,Unfenced,,
08/04/2025,F,5,Z3,3,,,,7.7,,,,,,Unfenced,,
08/04/2025,F,5,Z3,4,Cynadon dactylon,3,,6.7,N,N,5,N,,Unfenced,,
08/04/2025,F,5,Z3,4,Digitaria erianthra,12,,5.6,,,,,,Unfenced,,
08/04/2025,F,5,Z3,4,Setaria incressata,2,,5.5,,,,,,Unfenced,,
08/04/2025,F,5,Z3,4,Chloris virgata,1,,5.9,,,,,,Unfenced,,
08/04/2025,F,5,Z3,5,Cynadon dactylon,27,,10.5,N,N,8,N,,Unfenced,,
08/04/2025,F,5,Z3,5,Eragrostis rigidior,1,,9.6,,,,,,Unfenced,,
08/04/2025,F,5,Z3,5,Digitaria erianthra,1,,9,,,,,,Unfenced,,
08/04/2025,F,5,Z3,5,,,,10.2,,,,,,Unfenced,,
08/04/2025,F,5,Z3,1,Digitaria erianthra,4,,9.3,N,N,8,N,,Unfenced,,
08/04/2025,F,5,Z3,1,Cynadon dactylon,13,,9.4,,,,,,Unfenced,,
08/04/2025,F,5,Z3,1,Eragrostis rigidior,1,,9,,,,,,Unfenced,,
08/04/2025,F,5,Z3,1,,,,8.4,,,,,,Unfenced,,
08/04/2025,F,5,Z3,2,Cynadon dactylon,12,,11.3,N,N,8.5,N,,Unfenced,,
08/04/2025,F,5,Z3,2,Digitaria erianthra,4,,17,,,,,,Unfenced,,
08/04/2025,F,5,Z3,2,Setaria incressata,3,,17.5,,,,,,Unfenced,,
08/04/2025,F,5,Z3,2,,,,17.5,,,,,,Unfenced,,
08/04/2025,F,5,Z4,2,Digitaria erianthra,12,,13.1,N,Y,7,N,,Unfenced,,
08/04/2025,F,5,Z4,2,Cynadon dactylon,6,,12.6,,,,,,Unfenced,,
08/04/2025,F,5,Z4,2,Setaria incressata,1,,12.4,,,,,,Unfenced,,
08/04/2025,F,5,Z4,2,,,,13.9,,,,,,Unfenced,,
08/04/2025,F,5,Z4,1,Digitaria erianthra,5,,7,N,N,6,N,,Unfenced,,
08/04/2025,F,5,Z4,1,Eragrostis rigidior,1,,5.7,,,,,,Unfenced,,
08/04/2025,F,5,Z4,1,Cynadon dactylon,7,,4.8,,,,,,Unfenced,,
08/04/2025,F,5,Z4,1,,,,4.4,,,,,,Unfenced,,
08/04/2025,F,5,Z4,3,Setaria incressata,11,,10.3,N,N,5,N,,Unfenced,,
08/04/2025,F,5,Z4,3,Eragrostis rigidior,2,,9.8,,,,,,Unfenced,,
08/04/2025,F,5,Z4,3,Cynadon dactylon,5,,9.5,,,,,,Unfenced,,
08/04/2025,F,5,Z4,3,,,,11.2,,,,,,Unfenced,,
08/04/2025,F,5,Z4,4,Cynadon dactylon,3,,4.4,N,Y,2,N,,Unfenced,,
08/04/2025,F,5,Z4,4,Digitaria erianthra,6,,4.7,,,,,,Unfenced,,
08/04/2025,F,5,Z4,4,,,,4.8,,,,,,Unfenced,,
08/04/2025,F,5,Z4,4,,,,4.6,,,,,,Unfenced,,
08/04/2025,F,5,Z4,5,Digitaria erianthra,6,,5.3,N,Y,4,N,,Unfenced,,
08/04/2025,F,5,Z4,5,Eragrostis rigidior,2,,5.3,,,,,,Unfenced,,
08/04/2025,F,5,Z4,5,Setaria incressata,3,,5.4,,,,,,Unfenced,,
08/04/2025,F,5,Z4,5,Aristida ads,1,,6.6,,,,,,Unfenced,,
08/04/2025,F,4,Z2,1,Eragrostis rigidior,3,,9.8,N,N,4,N,,Fenced,,
08/04/2025,F,4,Z2,1,,,,10.2,,,,,,Fenced,,
08/04/2025,F,4,Z2,1,,,,8.8,,,,,,Fenced,,
08/04/2025,F,4,Z2,1,,,,7.8,,,,,,Fenced,,
08/04/2025,F,4,Z2,4,Pogonarthria squarrosa,6,,3.6,N,Y,2.5,N,,Fenced,,
08/04/2025,F,4,Z2,4,Setaria incressata,2,,3.4,,,,,,Fenced,,
08/04/2025,F,4,Z2,4,,,,4.5,,,,,,Fenced,,
08/04/2025,F,4,Z2,4,,,,5.1,,,,,,Fenced,,
08/04/2025,F,4,Z2,3,Chloris virgata,2,,4.7,N,Y,1,N,,Fenced,,
08/04/2025,F,4,Z2,3,,,,4.3,,,,,,Fenced,,
08/04/2025,F,4,Z2,3,,,,4.1,,,,,,Fenced,,
08/04/2025,F,4,Z2,3,,,,4.2,,,,,,Fenced,,
08/04/2025,F,4,Z2,2,Bracharia negropedata,1,,6.4,N,N,2.5,N,,Fenced,,
08/04/2025,F,4,Z2,2,Eragrostis rigidior,1,,5.6,,,,,,Fenced,,
08/04/2025,F,4,Z2,2,Cynadon dactylon,1,,5.3,,,,,,Fenced,,
08/04/2025,F,4,Z2,2,Eragrostis gummiflua,4,,5.7,,,,,,Fenced,,
08/04/2025,F,4,Z2,5,Bracharia negropedata,1,,5.4,N,N,3,N,,Fenced,,
08/04/2025,F,4,Z2,5,Eragrostis rigidior,5,,4.3,,,,,,Fenced,,
08/04/2025,F,4,Z2,5,Digitaria erianthra,4,,8.1,,,,,,Fenced,,
08/04/2025,F,4,Z2,5,,,,8.5,,,,,,Fenced,,
08/04/2025,F,4,Z3,2,Cynadon dactylon,6,,4.5,N,N,3,N,,Unfenced,,
08/04/2025,F,4,Z3,2,Setaria incressata,3,,4.1,,,,,,Unfenced,,
08/04/2025,F,4,Z3,2,Aristida ads,1,,4,,,,,,Unfenced,,
08/04/2025,F,4,Z3,2,,,,3.7,,,,,,Unfenced,,
08/04/2025,F,4,Z3,5,Digitaria erianthra,10,,4.7,Y,N,6,N,,Unfenced,,
08/04/2025,F,4,Z3,5,Eragrostis viscosa,2,,5.3,,,,,,Unfenced,,
08/04/2025,F,4,Z3,5,Eragrostis rigidior,1,,5.4,,,,,,Unfenced,,
08/04/2025,F,4,Z3,5,Cynadon dactylon,2,,5.4,,,,,,Unfenced,,
08/04/2025,F,4,Z3,3,Digitaria erianthra,11,,6,N,Y,3,N,,Unfenced,,
08/04/2025,F,4,Z3,3,Heteropogon  contortus,1,,5.1,,,,,,Unfenced,,
08/04/2025,F,4,Z3,3,,,,5,,,,,,Unfenced,,
08/04/2025,F,4,Z3,3,,,,4.9,,,,,,Unfenced,,
08/04/2025,F,4,Z3,4,Aristida ads,1,,6,Y,Y,3.5,N,,Unfenced,,
08/04/2025,F,4,Z3,4,Digitaria erianthra,15,,6.1,,,,,,Unfenced,,
08/04/2025,F,4,Z3,4,Eragrostis viscosa,1,,5.9,,,,,,Unfenced,,
08/04/2025,F,4,Z3,4,,,,6.2,,,,,,Unfenced,,
08/04/2025,F,4,Z3,1,Eragrostis rigidior,5,,9.3,N,N,5,N,,Unfenced,,
08/04/2025,F,4,Z3,1,Digitaria erianthra,4,,7.1,,,,,,Unfenced,,
08/04/2025,F,4,Z3,1,Eragrostis viscosa,6,,6,,,,,,Unfenced,,
08/04/2025,F,4,Z3,1,Cynadon dactylon,3,,5.7,,,,,,Unfenced,,
08/04/2025,F,4,Z1,1,Setaria incressata,4,,5.5,,,,,,Fenced,,
08/04/2025,F,4,Z1,1,Eragrostis viscosa,7,,5.2,,,,,,Fenced,,
08/04/2025,F,4,Z1,1,,,,4.8,,,,,,Fenced,,
08/04/2025,F,4,Z1,1,,,,4.4,,,,,,Fenced,,
08/04/2025,F,4,Z1,2,Bracharia negropedata,1,,8.5,N,Y,2,N,,Fenced,,
08/04/2025,F,4,Z1,2,Heteropogon  contortus,1,,10.8,,,,,,Fenced,,
08/04/2025,F,4,Z1,2,,,,8.7,,,,,,Fenced,,
08/04/2025,F,4,Z1,2,,,,9.5,,,,,,Fenced,,
08/04/2025,F,4,Z1,3,Aristida ads,3,,8.5,N,Y,5,N,,Fenced,,
08/04/2025,F,4,Z1,3,Setaria incressata,8,,10.8,,,,,,Fenced,,
08/04/2025,F,4,Z1,3,,,,10.2,,,,,,Fenced,,
08/04/2025,F,4,Z1,3,,,,10,,,,,,Fenced,,
08/04/2025,F,4,Z1,4,Setaria incressata,8,,8,N,Y,4,N,,Fenced,,
08/04/2025,F,4,Z1,4,Digitaria erianthra,4,,9.2,,,,,,Fenced,,
08/04/2025,F,4,Z1,4,,,,10,,,,,,Fenced,,
08/04/2025,F,4,Z1,4,,,,8.9,,,,,,Fenced,,
08/04/2025,F,4,Z1,5,Pogonarthria squarrosa,7,,1.9,N,N,2,N,,Fenced,,
08/04/2025,F,4,Z1,5,Eragrostis viscosa,1,,3.3,,,,,,Fenced,,
08/04/2025,F,4,Z1,5,,,,3.3,,,,,,Fenced,,
08/04/2025,F,4,Z1,5,,,,3.9,,,,,,Fenced,,
08/04/2025,F,4,Z4,2,Panicum maximum,3,,12,N,N,8,N,,Unfenced,,
08/04/2025,F,4,Z4,2,Mopane grass,1,,15.3,,,,,,Unfenced,,
08/04/2025,F,4,Z4,2,,,,14,,,,,,Unfenced,,
08/04/2025,F,4,Z4,2,,,,16.5,N,Y,4.5,N,,Unfenced,,
08/04/2025,F,4,Z4,5,Heteropogon  contortus,1,,6.3,,,,,,Unfenced,,
08/04/2025,F,4,Z4,5,Digitaria erianthra,1,,6.9,,,,,,Unfenced,,
08/04/2025,F,4,Z4,5,Aristida ads,1,,7.9,,,,,,Unfenced,,
08/04/2025,F,4,Z4,5,Setaria incressata,4,,7.7,,,,,,Unfenced,,
08/04/2025,F,4,Z4,5,Cynadon dactylon,2,,,,,,,,Unfenced,,
08/04/2025,F,4,Z4,3,Digitaria erianthra,1,,2.6,N,Y,1.5,N,,Unfenced,,
08/04/2025,F,4,Z4,3,Eragrostis viscosa,2,,2.7,,,,,,Unfenced,,
08/04/2025,F,4,Z4,3,Pogonarthria squarrosa,1,,3.3,,,,,,Unfenced,,
08/04/2025,F,4,Z4,3,,,,4.1,,,,,,Unfenced,,
08/04/2025,F,4,Z4,4,Digitaria erianthra,6,,3.4,N,N,3,N,,Unfenced,,
08/04/2025,F,4,Z4,4,Cynadon dactylon,6,,4.8,,,,,,Unfenced,,
08/04/2025,F,4,Z4,4,Pogonarthria squarrosa,1,,6.9,,,,,,Unfenced,,
08/04/2025,F,4,Z4,4,Heteropogon  contortus,1,,7.2,,,,,,Unfenced,,
08/04/2025,F,4,Z4,4,Setaria incressata,1,,,,,,,,Unfenced,,
08/04/2025,F,4,Z4,1,Setaria incressata,4,,5.8,N,N,4,N,,Unfenced,,
08/04/2025,F,4,Z4,1,Aristida ads,2,,5.6,,,,,,Unfenced,,
08/04/2025,F,4,Z4,1,,,,7.7,,,,,,Unfenced,,
08/04/2025,F,4,Z4,1,,,,9,,,,,,Unfenced,,
09/04/2025,F,3,Z1,2,Digitaria erianthra,3,,6.3,N,Y,1,4,,Fenced,,
09/04/2025,F,3,Z1,2,,,,1.7,,,,,,Fenced,,
09/04/2025,F,3,Z1,2,,,,1.7,,,,,,Fenced,,
09/04/2025,F,3,Z1,2,,,,3.7,,,,,,Fenced,,
09/04/2025,F,3,Z1,1,Eragrostis viscosa,16,,6.4,N,N,3,N,,Fenced,,
09/04/2025,F,3,Z1,1,Pogonarthria squarrosa,2,,5.2,,,,,,Fenced,,
09/04/2025,F,3,Z1,1,,,,4.2,,,,,,Fenced,,
09/04/2025,F,3,Z1,1,,,,4.2,,,,,,Fenced,,
09/04/2025,F,3,Z1,3,Eragrostis viscosa,5,,10.6,N,N,4,N,,Fenced,,
09/04/2025,F,3,Z1,3,Eragrostis rigidior,2,,7.2,,,,,,Fenced,,
09/04/2025,F,3,Z1,3,Digitaria erianthra,4,,7.2,,,,,,Fenced,,
09/04/2025,F,3,Z1,3,Cynadon dactylon,3,,7.1,,,,,,Fenced,,
09/04/2025,F,3,Z1,4,Cynadon dactylon,2,,5.1,N,N,3,N,,Fenced,,
09/04/2025,F,3,Z1,4,Digitaria erianthra,6,,5.5,,,,,,Fenced,,
09/04/2025,F,3,Z1,4,Eragrostis viscosa,3,,5.6,,,,,,Fenced,,
09/04/2025,F,3,Z1,4,,,,8.9,,,,,,Fenced,,
09/04/2025,F,3,Z1,5,Setaria incressata,2,,5.4,N,Y,1.5,N,,Fenced,,
09/04/2025,F,3,Z1,5,Digitaria erianthra,2,,5.8,,,,,,Fenced,,
09/04/2025,F,3,Z1,5,,,,6.1,,,,,,Fenced,,
09/04/2025,F,3,Z1,5,,,,6.5,,,,,,Fenced,,
09/04/2025,F,3,Z2,2,Eragrostis viscosa,9,,7.2,N,Y,2,N,,Fenced,,
09/04/2025,F,3,Z2,2,Pogonarthria squarrosa,2,,7.9,,,,,,Fenced,,
09/04/2025,F,3,Z2,2,Eragrostis rigidior,2,,7.8,,,,,,Fenced,,
09/04/2025,F,3,Z2,2,,,,7.5,,,,,,Fenced,,
09/04/2025,F,3,Z2,1,Eragrostis viscosa,18,,8.3,N,N,2.5,N,,Fenced,,
09/04/2025,F,3,Z2,1,Setaria incressata,1,,6.4,,,,,,Fenced,,
09/04/2025,F,3,Z2,1,Eragrostis rigidior,1,,6.8,,,,,,Fenced,,
09/04/2025,F,3,Z2,1,,,,7.1,,,,,,Fenced,,
09/04/2025,F,3,Z2,5,Eragrostis viscosa,8,,6.5,N,N,2.5,N,,Fenced,,
09/04/2025,F,3,Z2,5,Eragrostis rigidior,2,,6.2,,,,,,Fenced,,
09/04/2025,F,3,Z2,5,Perotis petens,1,,5.9,,,,,,Fenced,,
09/04/2025,F,3,Z2,5,,,,6.2,,,,,,Fenced,,
09/04/2025,F,3,Z2,3,Eragrostis viscosa,8,,6.9,N,N,3,N,,Fenced,,
09/04/2025,F,3,Z2,3,Digitaria erianthra,5,,6.4,,,,,,Fenced,,
09/04/2025,F,3,Z2,3,Eragrostis rigidior,3,,7,,,,,,Fenced,,
09/04/2025,F,3,Z2,3,Eragrostis gummiflua,4,,6.8,,,,,,Fenced,,
09/04/2025,F,3,Z2,4,Setaria incressata,4,,6.8,N,Y,1,N,,Fenced,,
09/04/2025,F,3,Z2,4,Eragrostis rigidior,1,,6.5,,,,,,Fenced,,
09/04/2025,F,3,Z2,4,,,,6.3,,,,,,Fenced,,
09/04/2025,F,3,Z2,4,,,,6,,,,,,Fenced,,
09/04/2025,F,3,Z4,1,Eragrostis rigidior,2,,6.4,N,N,2,N,,Unfenced,,
09/04/2025,F,3,Z4,1,Cynadon dactylon,7,,6.6,,,,,,Unfenced,,
09/04/2025,F,3,Z4,1,Digitaria erianthra,7,,6.4,,,,,,Unfenced,,
09/04/2025,F,3,Z4,1,,,,6.6,,,,,,Unfenced,,
09/04/2025,F,3,Z4,4,Cynadon dactylon,4,,7.4,N,N,5,N,,Unfenced,,
09/04/2025,F,3,Z4,4,Eragrostis rigidior,3,,8.7,,,,,,Unfenced,,
09/04/2025,F,3,Z4,4,Digitaria erianthra,2,,8.9,,,,,,Unfenced,,
09/04/2025,F,3,Z4,4,,,,9.6,,,,,,Unfenced,,
09/04/2025,F,3,Z4,3,Cynadon dactylon,13,,4.7,N,N,4.5,N,,Unfenced,,
09/04/2025,F,3,Z4,3,Digitaria erianthra,7,,6.8,,,,,,Unfenced,,
09/04/2025,F,3,Z4,3,Setaria incressata,4,,8.6,,,,,,Unfenced,,
09/04/2025,F,3,Z4,3,,,,9.1,,,,,,Unfenced,,
09/04/2025,F,3,Z4,5,Cynadon dactylon,12,,11.6,N,N,5,N,,Unfenced,,
09/04/2025,F,3,Z4,5,Eragrostis rigidior,1,,9.7,,,,,,Unfenced,,
09/04/2025,F,3,Z4,5,Pogonarthria squarrosa,1,,8.3,,,,,,Unfenced,,
09/04/2025,F,3,Z4,5,Digitaria erianthra,5,,8.1,,,,,,Unfenced,,
09/04/2025,F,3,Z4,2,Mopane grass,1,,5.1,N,Y,2.5,N,,Unfenced,,
09/04/2025,F,3,Z4,2,Digitaria erianthra,3,,5.3,,,,,,Unfenced,,
09/04/2025,F,3,Z4,2,Setaria incressata,1,,9.4,,,,,,Unfenced,,
09/04/2025,F,3,Z4,2,,,,9,,,,,,Unfenced,,
09/04/2025,F,3,Z3,1,Cynadon dactylon,8,,7.2,N,N,3.5,N,,Unfenced,,
09/04/2025,F,3,Z3,1,Pogonarthria squarrosa,2,,7.1,,,,,,Unfenced,,
09/04/2025,F,3,Z3,1,Eragrostis viscosa,5,,7.2,,,,,,Unfenced,,
09/04/2025,F,3,Z3,1,Setaria incressata,3,,7.5,,,,,,Unfenced,,
09/04/2025,F,3,Z3,2,Eragrostis rigidior,2,,7,N,Y,1.5,N,,Unfenced,,
09/04/2025,F,3,Z3,2,Digitaria erianthra,1,,5.5,,,,,,Unfenced,,
09/04/2025,F,3,Z3,2,,,,3.9,,,,,,Unfenced,,
09/04/2025,F,3,Z3,2,,,,3.4,,,,,,Unfenced,,
09/04/2025,F,3,Z3,3,Cynadon dactylon,6,,3.6,N,N,2,N,,Unfenced,,
09/04/2025,F,3,Z3,3,Digitaria erianthra,3,,3.6,,,,,,Unfenced,,
09/04/2025,F,3,Z3,3,,,,4.6,,,,,,Unfenced,,
09/04/2025,F,3,Z3,3,,,,4.5,,,,,,Unfenced,,
09/04/2025,F,3,Z3,5,Cynadon dactylon,4,,6.8,N,Y,6.5,N,,Unfenced,,
09/04/2025,F,3,Z3,5,Digitaria erianthra,3,,9.6,,,,,,Unfenced,,
09/04/2025,F,3,Z3,5,Setaria incressata,7,,9.6,,,,,,Unfenced,,
09/04/2025,F,3,Z3,5,Eragrostis viscosa,1,,9.8,,,,,,Unfenced,,
09/04/2025,F,3,Z3,4,Cynadon dactylon,6,,19.4,N,Y,7,N,,Unfenced,,
09/04/2025,F,3,Z3,4,Digitaria erianthra,3,,8.5,,,,,,Unfenced,,
09/04/2025,F,3,Z3,4,,,,10.7,,,,,,Unfenced,,
09/04/2025,F,3,Z3,4,,,,11.7,,,,,,Unfenced,,
09/04/2025,F,2,Z4,4,Cynadon dactylon,5,,8.5,N,Y,3.5,N,,Unfenced,,
09/04/2025,F,2,Z4,4,Eragrostis rigidior,1,,7.9,,,,,,Unfenced,,
09/04/2025,F,2,Z4,4,Digitaria erianthra,2,,8,,,,,,Unfenced,,
09/04/2025,F,2,Z4,4,Setaria incressata,2,,8.1,,,,,,Unfenced,,
09/04/2025,F,2,Z4,2,Aristida ads,2,,3.9,Y,N,4,N,,Unfenced,,
09/04/2025,F,2,Z4,2,Digitaria erianthra,11,,4.2,,,,,,Unfenced,,
09/04/2025,F,2,Z4,2,Cynadon dactylon,5,,4.6,,,,,,Unfenced,,
09/04/2025,F,2,Z4,2,Heteropogon  contortus,1,,4.3,,,,,,Unfenced,,
09/04/2025,F,2,Z4,5,Cynadon dactylon,4,,2.2,N,Y,1,N,,Unfenced,,
09/04/2025,F,2,Z4,5,Eragrostis viscosa,11,,2,,,,,,Unfenced,,
09/04/2025,F,2,Z4,5,Pogonarthria squarrosa,2,,2.1,,,,,,Unfenced,,
09/04/2025,F,2,Z4,5,,,,2,,,,,,Unfenced,,
09/04/2025,F,2,Z4,4,Cynadon dactylon,6,,6.9,N,Y,2,N,,Unfenced,,
09/04/2025,F,2,Z4,4,Eragrostis viscosa,8,,6.1,,,,,,Unfenced,,
09/04/2025,F,2,Z4,4,,,,6.4,,,,,,Unfenced,,
09/04/2025,F,2,Z4,4,,,,6.3,,,,,,Unfenced,,
09/04/2025,F,2,Z4,3,Mopane grass,3,,2.9,N,Y,1.5,N,,Unfenced,,
09/04/2025,F,2,Z4,3,,,,2.6,,,,,,Unfenced,,
09/04/2025,F,2,Z4,3,,,,2.8,,,,,,Unfenced,,
09/04/2025,F,2,Z4,3,,,,2.9,,,,,,Unfenced,,
09/04/2025,F,2,Z3,4,Cynadon dactylon,3,,2.3,N,Y,1.5,N,,Unfenced,,
09/04/2025,F,2,Z3,4,Digitaria erianthra,2,,2.3,,,,,,Unfenced,,
09/04/2025,F,2,Z3,4,Heteropogon  contortus,2,,3.7,,,,,,Unfenced,,
09/04/2025,F,2,Z3,4,Mopane grass,1,,4,,,,,,Unfenced,,
09/04/2025,F,2,Z3,5,Digitaria erianthra,3,,4.7,Y,Y,4,N,,Unfenced,,
09/04/2025,F,2,Z3,5,Cynadon dactylon,5,,3.9,,,,,,Unfenced,,
